id,complaint,category,language
054a7dd2-1bd0-42f6-ba69-6ab04580c152,Fluoride contamination in Hazaribagh groundwater is causing health issues. Fix it asap.,water,English
b11808ac-4234-4206-b621-5e5976da3a12,गांव Deoghar से लोग रोजगार की तलाश में पलायन कर रहे हैं। Urgent issue.,rural_livelihoods,Hindi
4281cfa6-e777-423e-aa30-01b12397c357,Giridih mein handpump pichle 2 mahine se kharab hai. Urgent issue.,water,Hinglish
3d0e45f6-69eb-4cba-987d-ac4c6480770d,Minimum Support Price is not being offered at the Jamshedpur mandi. Fix it asap.,agriculture,English
f181f25d-ac7e-4cf8-a17f-a5c319d7117d,Construction of the Ranchi flyover has been stalled for 2 years.,urban_development,English
6ee7c88d-14c6-4135-887b-fedbc501a8f7,Need better library facilities in our government college at Giridih. Urgent issue.,education,English
6e009184-871e-4a2f-a96b-888b66441508,"विद्यालय का भवन बहुत जर्जर हालत में है Hazaribagh में, कभी भी गिर सकता है। Kripya dhyan de.",education,Hindi
defbfb49-1579-4954-89da-e70a48da2d2f,Need soil testing lab in Deoghar for better crop yield. Please help.,agriculture,English
6b2ef11a-12f8-43bf-ad64-818757b21b22,Construction of the Bokaro flyover has been stalled for 2 years. Koi dhyan de.,urban_development,English
902f1378-ee88-4fd2-b189-d282c95b898b,Self-help groups in Ranchi are not receiving government funding. Kripya dhyan de.,rural_livelihoods,English
d0713dd0-f38b-4232-a775-6e0eb49686f7,Fasal bima yojana ka paisa Bokaro ke kisano ko nahi mila. Kripya dhyan de.,agriculture,Hinglish
2a18d2b1-8588-4e56-9d48-00f627af0b48,Public buses in Ranchi are not accessible for differently-abled citizens. Urgent issue.,accessibility,English
f2a2e715-0b4d-4a36-8442-a759d813bfee,"Dhanbad में बहुत ज्यादा पेड़ काटे जा रहे हैं, कोई रोक नहीं है। Fix it asap.",environment,Hindi
06a156a0-be02-4bc1-a5ab-f89f51758018,The local pond in Ranchi is completely dried up. Please help.,water,English
975586ce-e703-4886-b63b-692eae47a8e9,Bokaro के अस्पताल में एंबुलेंस की सुविधा नहीं है।,healthcare,Hindi
1f173226-9759-4d4b-8a76-fd0c72cd8fd1,Grievance cell phone numbers for Hazaribagh municipality are always switched off. Please help.,public_admin,English
0e641c0b-0c06-48f8-81d1-05d912d67ce2,Deoghar mein parking ki suvidha nahi hone se traffic jam hota hai. Koi dhyan de.,urban_development,Hinglish
e27768b2-c75b-477f-b16e-7d35f87b86e8,Tractor subsidy ka form reject ho gaya Bokaro office se.,agriculture,Hinglish
1310ad04-b811-40eb-92f9-6fbb75ba4314,Jamshedpur में राशन कार्ड में नाम जुड़वाने के लिए पैसे मांगे जा रहे हैं। Please help.,public_admin,Hindi
9502cdbb-a558-40ed-af8e-570d87e4bf48,Bokaro School mein teacher nahi aate hain pichle ek mahine se.,education,Hinglish
80d6684a-4da0-4898-b2b8-8742ebb5dfd0,Low voltage issue in Palamu is damaging water pumps. Koi dhyan de.,energy,English
649a1cb7-aa9b-4d31-8b15-e5b4db7d7949,"Bokaro में सीवर लाइन का ढक्कन खुला है, खतरा है। Please help.",urban_development,Hindi
a9b22b3e-a234-4f58-a0e6-32de0d104842,हमारे Bokaro के स्कूल में पीने का पानी नहीं है। Koi dhyan de.,education,Hindi
4e6229e0-f98a-421b-aa80-eae8c04c29a7,Teacher vacancy bahut zyada hai Ranchi district mein. Urgent issue.,education,Hinglish
26dd9d36-f6f4-4e3a-91e3-b11b43b34045,Low voltage issue in Ramgarh is damaging water pumps. Fix it asap.,energy,English
2c9cc2d3-b62b-4f56-a303-0ed6e263d0c6,"Deoghar में कोल्ड स्टोरेज की सुविधा नहीं চরম है, सब्जियां खराब हो रही हैं। Urgent issue.",agriculture,Hindi
0121fc04-1ac5-4ce7-9283-ec04eb15febe,Blind tactile paths are broken on Ramgarh footpaths. Koi dhyan de.,accessibility,English
cd6872e4-e976-4c57-ac7e-614714f7f9f1,Divyang pension Giridih mein time par nahi mil rahi hai. Fix it asap.,accessibility,Hinglish
2e6e8e48-0c57-4e8e-b637-c4219359a40e,Illegal sand mining is destroying the riverbed in Giridih. Please help.,environment,English
3ed20ff4-0422-4aba-85f7-3dd122a2b595,Deoghar ke river mein chemicals dump kiye ja rahe hain. Fix it asap.,environment,Hinglish
ccc1d128-cc7b-4f11-b653-b3ea762edf52,"Dhanbad में कोल्ड स्टोरेज की सुविधा नहीं চরম है, सब्जियां खराब हो रही हैं। Urgent issue.",agriculture,Hindi
a05fa61c-763f-4d5e-b322-dfd1ab6a1170,Deoghar park mein jhule tute hue hain aur kachra hai. Urgent issue.,urban_development,Hinglish
f8d3190d-4f88-4f51-952b-763a0a99ff94,Bokaro में अवैध अतिक्रमण के कारण सड़क जाम रहती है। Fix it asap.,urban_development,Hindi
53c369c2-1e03-4f93-8c7c-4e8a6c085148,Palamu mein handpump pichle 2 mahine se kharab hai. Urgent issue.,water,Hinglish
4272e293-ff8b-44fc-b70f-93e873f7566d,Hazaribagh ke gaon mein artisans ko unka saman bechne ka market nahi hai. Urgent issue.,rural_livelihoods,Hinglish
a1c967d8-8175-401b-8fbd-e222ce9317b1,Online portal for Ramgarh property tax is continuously crashing. Please help.,public_admin,English
4bfc73f6-997a-4f30-bc84-f1778ec9afc8,Jamshedpur ke government office mein disabled logo ke liye lift nahi hai. Koi dhyan de.,accessibility,Hinglish
54fecfa5-231b-4311-9ea2-6501141eb399,Ayushman card Palamu ke private hospital mein accept nahi kar rahe. Kripya dhyan de.,healthcare,Hinglish
a6b117fb-9e16-4030-a386-d73041a6ca9c,Illegal sand mining is destroying the riverbed in Deoghar. Kripya dhyan de.,environment,English
a8785ed9-f1f5-4bf2-a9fb-3284448a4048,Garbage collection truck does not visit Deoghar regularly. Koi dhyan de.,urban_development,English
e3564a9c-8826-48c0-a51b-9f1bc50a45f1,Fluoride contamination in Gumla groundwater is causing health issues. Fix it asap.,water,English
1bf00d32-01e5-48cc-bcf5-6870fa9ca15b,Lack of computer labs in the Hazaribagh high school is affecting students.,education,English
a6e951c5-d80c-4ff4-9e2a-5e3545ca5771,विकलांग प्रमाण पत्र बनवाने में Ranchi में बहुत दिक्कत आ रही है। Kripya dhyan de.,accessibility,Hindi
f6be87ad-9aae-418b-8a24-f04cafbedb16,Kisan credit card ka loan maaf nahi hua Ramgarh mein. Urgent issue.,agriculture,Hinglish
9581ee44-41d0-46a0-a6f3-3b80d6a7e710,Deoghar School mein teacher nahi aate hain pichle ek mahine se. Urgent issue.,education,Hinglish
900f942c-1585-4dc6-82bd-4dadba14cd41,Ranchi ke hospital mein dawaiyan available nahi hain.,healthcare,Hinglish
b560c437-ea87-419c-9816-f260d60af04c,Gumla mein transformer jal gaya hai 3 din pehle. Fix it asap.,energy,Hinglish
6416941c-2f46-4631-a889-134b602156e0,"Bokaro में सीवर लाइन का ढक्कन खुला है, खतरा है।",urban_development,Hindi
6d8e29d7-c05f-43b5-83e6-5eaf61089669,Hazaribagh में कुटीर उद्योग लगाने के लिए कोई सरकारी सहायता नहीं मिल रही है। Please help.,rural_livelihoods,Hindi
d00403cf-8bee-4f01-87b6-fec4b035571e,Teacher vacancy bahut zyada hai Palamu district mein.,education,Hinglish
27beee3d-9d3f-4080-a217-04913591b194,स्मार्ट सिटी प्रोजेक्ट के तहत Deoghar में कोई काम नहीं हुआ। Kripya dhyan de.,urban_development,Hindi
8948364a-aead-49cd-8c99-1d86075067ca,Jamshedpur mein naya borewell khudwane ki jarurat hai. Please help.,water,Hinglish
9681bd1a-9eeb-46c1-a784-87077cf03601,बच्चों को Ranchi में मिड-डे मील सही से नहीं मिल रहा है।,education,Hindi
f3f60fc0-68e4-4110-870a-2cd6ea73f60c,Online portal for Dhanbad property tax is continuously crashing. Fix it asap.,public_admin,English
911ed21e-260c-4adf-9b08-d4c5cbd90d87,हमारे Giridih के स्कूल में पीने का पानी नहीं है। Urgent issue.,education,Hindi
11544b0e-0228-469b-85ce-3b8618e574b0,Ayushman card Ramgarh ke private hospital mein accept nahi kar rahe. Please help.,healthcare,Hinglish
a28fe6dc-1ce9-4659-9a37-86c9e9be98ab,Bokaro में जल जीवन मिशन का काम अधूरा पड़ा है।,water,Hindi
e8436fba-023a-4a14-8a1f-7045632599d0,Need better library facilities in our government college at Ranchi. Urgent issue.,education,English
582054b8-e68b-4187-b172-2151061af14a,No ultrasound machine available in the Jamshedpur district hospital. Please help.,healthcare,English
17fc6c67-3450-4fba-9ec8-2804d1ed1e06,No scholarships have been disbursed in Ranchi this year. Fix it asap.,education,English
5b2fd7a8-8013-49f1-a6d5-cb8f3c43e6c4,Fluoride contamination in Ranchi groundwater is causing health issues.,water,English
4225c62f-1db8-4e4f-b7a0-0083c4223f86,"विद्यालय का भवन बहुत जर्जर हालत में है Giridih में, कभी भी गिर सकता है। Fix it asap.",education,Hindi
cd98a11f-079c-45bb-8444-f60b4b7b6ec2,Women weavers in Dhanbad need micro-loans for purchasing looms. Kripya dhyan de.,rural_livelihoods,English
b890ec14-c2a6-4607-bbee-ac39319f0d99,"Dhanbad mein drainage system block hai, sadak par pani bhara hai.",urban_development,Hinglish
6df5595e-2c8d-4eb2-8331-ef1ab1c4c9e1,Ayushman card Deoghar ke private hospital mein accept nahi kar rahe. Please help.,healthcare,Hinglish
4f13d8a5-ab3b-4d55-ba81-c9f1ad7c2bbe,Women weavers in Bokaro need micro-loans for purchasing looms. Please help.,rural_livelihoods,English
6cce42bb-604a-45cb-887e-13593984bb5b,Police verification ke liye Dhanbad thane mein pareshan kiya ja raha hai. Koi dhyan de.,public_admin,Hinglish
b9812810-8635-41b2-a184-c51a0e12f4af,Need better citizen facilitation center in Gumla. Please help.,public_admin,English
6ab897c4-a899-495b-992b-d6256204f78e,The primary health center in Bokaro has no doctors on night duty. Please help.,healthcare,English
48649bd1-574c-4b4e-9562-a8607004662d,Bribery is rampant in the Ramgarh RTO office for driving licenses. Koi dhyan de.,public_admin,English
a227bf7b-c860-43b1-98fc-2e4f988e4c50,स्मार्ट सिटी प्रोजेक्ट के तहत Giridih में कोई काम नहीं हुआ। Urgent issue.,urban_development,Hindi
010ef24b-f2e6-4f66-a917-d43e3299c69b,Illegal sand mining is destroying the riverbed in Giridih. Kripya dhyan de.,environment,English
b3fa5791-7c73-410f-b725-77921b6ffee5,Divyang pension Gumla mein time par nahi mil rahi hai. Fix it asap.,accessibility,Hinglish
1dce508f-d86b-481b-9626-10fb003ae28b,"Deoghar mein drainage system block hai, sadak par pani bhara hai. Urgent issue.",urban_development,Hinglish
0c5ebf93-c49d-480f-b59e-a08cd35bdf0b,"Hazaribagh mein drainage system block hai, sadak par pani bhara hai. Please help.",urban_development,Hinglish
eeff49f2-3cda-415d-b4d8-bb8d68e982b8,Need proper waste segregation systems in Ranchi. Fix it asap.,environment,English
e64a7b2b-e95a-4613-a4cc-77b65be1d00c,The main road in Gumla is full of potholes causing accidents. Kripya dhyan de.,urban_development,English
3b8efddb-d5d6-4c89-b28c-ecdd52ebd36d,Palamu mein forest produce ka sahi daam nahi mil raha adivasiyon ko. Fix it asap.,rural_livelihoods,Hinglish
95d4b0a5-6b4a-4fe1-95be-b4854e670273,Blind tactile paths are broken on Dhanbad footpaths. Fix it asap.,accessibility,English
8a3e0f06-2cbc-427a-bfa4-815b547986e1,Plastic kachra Jamshedpur ke park mein jala rahe hain. Urgent issue.,environment,Hinglish
8e35303d-a474-4ce3-b6a1-805efe66f105,The local pond in Ranchi is completely dried up. Koi dhyan de.,water,English
e2eb8b10-ec80-4268-bd9a-04456f38734d,Tractor subsidy ka form reject ho gaya Dhanbad office se. Kripya dhyan de.,agriculture,Hinglish
c238fe61-6d65-49ac-8df4-1450ee53e1f3,Online portal for Jamshedpur property tax is continuously crashing. Please help.,public_admin,English
60e25990-b829-4d3b-af84-384c253e034c,Deoghar में मूक-बधिर बच्चों के लिए विशेष स्कूल नहीं है।,accessibility,Hindi
98c3c3f8-979c-4de3-98c7-94c1a4849811,Women weavers in Gumla need micro-loans for purchasing looms.,rural_livelihoods,English
7969379f-5089-4a4f-ad4f-6d186bc10604,Giridih mein handpump pichle 2 mahine se kharab hai. Kripya dhyan de.,water,Hinglish
24e379b8-7b17-425c-9311-89131a08b983,Unseasonal rains have destroyed wheat crops in Giridih. Fix it asap.,agriculture,English
05208f91-b0f2-483e-8924-b88eb4294b4e,Deoghar ke hospital mein dawaiyan available nahi hain. Fix it asap.,healthcare,Hinglish
a54e835d-f2d7-45c0-abed-5f7ca034a3b4,Air quality index in Giridih is hazardous due to construction dust. Please help.,environment,English
3cf37e47-c240-496b-a451-8718e7efd31f,Ramgarh में अवैध अतिक्रमण के कारण सड़क जाम रहती है। Urgent issue.,urban_development,Hindi
6c8a6f8a-9beb-4683-9ff2-9114909d409f,Need immediate dengue fogging in Palamu as cases are rising. Fix it asap.,healthcare,English
896bb56b-8503-4e56-a857-792cd8bc12bc,Deoghar की पानी की टंकी में गंदगी है और पानी बदबूदार आ रहा है।,water,Hindi
9f00869b-ef31-440c-932d-42c8073f8895,Maternity ward in Dhanbad is in unhygienic conditions.,healthcare,English
bae7227c-5375-4877-8d3a-8159889d5254,"Palamu mein naya meter connection apply kiya tha, abhi tak nahi laga. Please help.",energy,Hinglish
2eaa7d2c-9bbe-4085-b069-878bd97f9ed2,Bokaro mein MNREGA ke tahat 100 din ka kaam nahi mil raha. Fix it asap.,rural_livelihoods,Hinglish
f309a855-f8d1-457e-9c08-3738c1fe0e31,Need soil testing lab in Giridih for better crop yield. Urgent issue.,agriculture,English
a70c4c7d-d267-4eec-947f-bcce9579cea9,Maternity ward in Giridih is in unhygienic conditions. Urgent issue.,healthcare,English
ff45c3c0-a648-47cc-abd4-d2db835520b0,Gumla block office mein caste certificate banane mein bahut time lag raha hai. Fix it asap.,public_admin,Hinglish
7a1dbe50-4fe9-4323-a3c6-fad201380824,Fasal bima yojana ka paisa Dhanbad ke kisano ko nahi mila. Fix it asap.,agriculture,Hinglish
b29cc413-c8c3-4f34-a757-a07b41251e16,Air quality index in Dhanbad is hazardous due to construction dust. Kripya dhyan de.,environment,English
32b4aa1f-301b-46a3-b062-d0a0e26f0835,Fasal bima yojana ka paisa Dhanbad ke kisano ko nahi mila. Kripya dhyan de.,agriculture,Hinglish
c040b6b2-c67d-47d9-905d-5f2ead06cafa,Illegal sand mining is destroying the riverbed in Deoghar. Fix it asap.,environment,English
5ee303b5-c9ec-4d4f-a88f-eaee3d7ff232,Need modern dairy farming training programs in Bokaro. Kripya dhyan de.,rural_livelihoods,English
d792a66c-4914-441f-8b8b-69796b49af0e,Dhanbad mein MNREGA ke tahat 100 din ka kaam nahi mil raha. Fix it asap.,rural_livelihoods,Hinglish
478d7511-7721-4a61-9051-cb3ed1e3f2db,Dhanbad में जल जीवन मिशन का काम अधूरा पड़ा है।,water,Hindi
e2900da2-fbad-4626-92b7-0f558dafee5b,Crops in Jamshedpur are dying due to lack of irrigation canals. Fix it asap.,agriculture,English
fc200fd6-753a-4580-ab05-ab47b34dbace,Ranchi mein handpump pichle 2 mahine se kharab hai. Please help.,water,Hinglish
58ad80ed-1822-4557-a009-bad4ab097d05,"Exam paper leak ho gaya hai Deoghar mein, exams cancel hone chahiye. Kripya dhyan de.",education,Hinglish
6acfd17c-a4e4-4043-93f1-c94d1420272a,"Ranchi में खाद और बीज की बहुत कमी है, खेती कैसे करें? Please help.",agriculture,Hindi
f6fc0e00-b9fc-4e68-abdd-71f158f641c5,Online portal for Hazaribagh property tax is continuously crashing. Kripya dhyan de.,public_admin,English
c40dbe2e-a341-4e7e-9906-ff24df6905cf,पहाड़ों पर Palamu में अवैध खनन हो रहा है। Koi dhyan de.,environment,Hindi
216f7f51-51e3-4a3e-b61b-2b15dd97c1c4,Construction of the Deoghar flyover has been stalled for 2 years. Fix it asap.,urban_development,English
5bcd30a8-a985-4a98-97e7-e94f3e60e917,The local pond in Deoghar is completely dried up. Fix it asap.,water,English
ad91c326-e0b5-42f3-89ac-d304f409d9fd,"Jamshedpur के पास के जंगल में आग लग गई है, तुरंत बुझाएं। Fix it asap.",environment,Hindi
94bd3c1f-62c9-4489-85af-e9becbc40a4e,"Bokaro में खाद और बीज की बहुत कमी है, खेती कैसे करें? Kripya dhyan de.",agriculture,Hindi
9bbf0583-64f1-44cd-a35a-557a58db78ca,Giridih में बिजली का बिल बहुत ज्यादा और गलत आ रहा है। Kripya dhyan de.,energy,Hindi
ea2407da-0ea1-42d3-b533-2d13aef15efa,"Pipeline is leaking near the main road in Bokaro, wasting water. Fix it asap.",water,English
ad7bc3db-c890-49b4-ab8b-6f5bbf0da486,Bokaro ke river mein chemicals dump kiye ja rahe hain. Koi dhyan de.,environment,Hinglish
789d7091-d39b-409c-8c94-9174c1641be4,Maternity ward in Deoghar is in unhygienic conditions.,healthcare,English
ac5829b5-f158-4988-96e1-89702d346eaa,Giridih में मूक-बधिर बच्चों के लिए विशेष स्कूल नहीं है। Koi dhyan de.,accessibility,Hindi
71c90a3c-f6e7-4fd8-87c9-c95074de8361,Bribery is rampant in the Dhanbad RTO office for driving licenses. Please help.,public_admin,English
93df74f4-31b0-4be0-abd9-dda7acff4cf4,Giridih के बस स्टैंड पर विकलांगों के लिए कोई सुविधा नहीं है। Kripya dhyan de.,accessibility,Hindi
c432e97f-f35d-40c6-a5f6-99d19bd7b789,"Jamshedpur में बहुत ज्यादा पेड़ काटे जा रहे हैं, कोई रोक नहीं है।",environment,Hindi
ac8fa766-b473-4c5a-847e-572062987771,The primary health center in Ramgarh has no doctors on night duty. Please help.,healthcare,English
086a0526-e924-4486-8807-c5380e335fad,"Bokaro में मलेरिया तेजी से फैल रहा है, कोई रोकथाम नहीं है। Koi dhyan de.",healthcare,Hindi
ebebaa1f-f7e2-4b3f-92c7-27f61ff94ef6,Fluoride contamination in Hazaribagh groundwater is causing health issues. Urgent issue.,water,English
60f8955d-90b6-4dd6-b5c3-33b46b6ed351,Lack of computer labs in the Ramgarh high school is affecting students. Please help.,education,English
0c0baf88-d39f-48a5-81b8-bff9e276cdb7,Jamshedpur park mein jhule tute hue hain aur kachra hai.,urban_development,Hinglish
dc7bde54-cd59-40cb-a2fb-01f8b36bbb45,Giridih mein forest produce ka sahi daam nahi mil raha adivasiyon ko. Urgent issue.,rural_livelihoods,Hinglish
